Greenfield,Greenfield Golf & Country Club,Greenfield Country Club,https://maps.google.com/?cid=15381163520046965451,41.299637,-94.485641,
Greenfield,Bloodline Irish Pub,Bloodline Irish Pub,https://maps.google.com/?cid=3850434572925412395,41.305667,-94.460530,https://www.facebook.com/Bloodline-Irish-Pub-348857072448303/?eid=ARDkm_gvUczUMO993GL6sL8VjAY9c1b3gyj5mKl2QVsn_vXQZvjOmLXiwnQ859BH30XQtdQkKPnbPAsc
,
Orient,Jennies Place,Jennie's Place,https://maps.google.com/?cid=12294969184152913864,41.203110,-94.416846,
Orient,The Dugout Cafe,The Dugout Cafe,https://maps.google.com/?cid=12674040614387436606,41.203104,-94.416459,
,
Macksburg,Deer Run Saloon & Grill,Deer Run Saloon & Grill,https://maps.google.com/?cid=14038854894694754080,41.214835,-94.185276,
,
Winterset,The Honey Lounge,The Honey Lounge,https://maps.google.com/?cid=6159609728966624953,41.334103,-94.014457,https://hayneshomestead.com/
Winterset,Winterset Cidery,Winterset Cidery,https://maps.google.com/?cid=869133598205810635,41.411913,-94.012008,http://www.wintersetcidery.com/
Winterset,Sports Page Grill,Sports Page,https://maps.google.com/?cid=1288682208855046750,41.343572,-94.010944,http://www.thesportspagegrill.com/
Winterset,Urban Taproom,Urban Taproom and Grille,https://maps.google.com/?cid=18071848321673603823,41.348135,-94.012927,
Winterset,Big Rack Brew Haus,BIG RACK BREW HAUS,https://maps.google.com/?cid=12183519436625242930,41.286504,-93.923336,http://bigrackbrewhaus.com/
Winterset,Mi Pueblito,Mi Pueblito,https://maps.google.com/?cid=9738366436138241683,41.334665,-94.013065,https://m.facebook.com/mipueblitowinterset/
Winterset,The Drift,The Drift,https://maps.google.com/?cid=2774872416520294013,41.334910,-94.014896,https://www.thedriftia.com/
Winterset,"Pheasant Run Pub & Grill, Inc.",Pheasant Run,https://maps.google.com/?cid=11548919611193603342,41.334272,-94.013157,
Winterset,1st Down Brewing Co.,1st Down Brewing Co.,https://maps.google.com/?cid=8893988512393448297,41.334331,-94.013046,https://www.facebook.com/1stdownbrewingco
,
St. Charles,Talk Shop Lounge,The Talk Shop Lounge,https://maps.google.com/?cid=15655792979721024204,41.292103,-93.798050,https://www.toasttab.com/talkshoplounge-3357-st-charles-road
St. Charles,Madison County Winery,Madison County Winery,https://maps.google.com/?cid=11056757523117431851,41.285187,-93.861453,http://madisoncountywinery.com/
St. Charles,Two Saints Winery,The Vineyard at St. Charles - Wedding Venue,https://maps.google.com/?cid=13125518748095099100,41.305369,-93.772708,http://www.vineyardatstcharles.com/
,
St. Marys,Northside Tavern,Northside Bar & Grill,https://maps.google.com/?cid=16557883186047146725,41.308189,-93.732432,
,
Indianola,Brickhouse Tavern,Brickhouse,https://maps.google.com/?cid=14395733227489784550,41.360668,-93.562477,https://thesportspagegrill.com/brickhouse/index.php
Indianola,Deer Run Golf Club,Deer Run Golf Club,https://maps.google.com/?cid=3657329501516646944,41.354780,-93.591927,http://deerrungolfclub.com/
Indianola,Deng's Garden,Deng's Garden,https://maps.google.com/?cid=3532209972608596906,41.363082,-93.557984,https://www.facebook.com/Dengs-Garden-of-Indianola-957145550997996/
Indianola,El Padrino Mexican Restaurant,Fiesta Jalapenos Indianola,https://maps.google.com/?cid=1022054284151458793,41.364966,-93.557963,https://fiestaindianola.com/
Indianola,Feed & Foster,Feed & Foster,https://maps.google.com/?cid=4249729628854703002,41.360474,-93.562518,https://www.feedfoster.com/
Indianola,Fiestas Jalepenos Mexican Restaurant,Fiesta Jalapenos Indianola,https://maps.google.com/?cid=1022054284151458793,41.364966,-93.557963,https://fiestaindianola.com/
Indianola,Indianola Country Club,Indianola Country Club,https://maps.google.com/?cid=11074380662997739716,41.378517,-93.565669,https://indianolacountryclub.com/
Indianola,Mishmash,Mishmash Eats Bake Shoppe,https://maps.google.com/?cid=6663402101096725880,41.360095,-93.560401,https://m.facebook.com/mishmashsweettreats/
Indianola,Mojo's,Mojo's Bar,https://maps.google.com/?cid=15912904966766482679,41.361622,-93.560809,https://www.facebook.com/mojos.bar.5/
Indianola,Pete's Pizza,Pete's Pizza,https://maps.google.com/?cid=1797419311236886793,41.360978,-93.560585,http://petespizzaiowa.com/
Indianola,SkyView Vineyard and Event Venue,SkyView Vineyard & Event Venue,https://maps.google.com/?cid=17635777346063776650,41.358371,-93.517286,
Indianola,St. James Celebrations,St. James Celebrations,https://maps.google.com/?cid=4991220018878860133,41.438777,-93.620075,https://www.stjamescelebrations.com/
Indianola,Summerset Winery,Summerset Winery,https://maps.google.com/?cid=14930696178259343812,41.436062,-93.520121,http://www.summersetwine.com/
Indianola,The Concession Stand,The Concession Stand,https://maps.google.com/?cid=3118717707673775484,41.361496,-93.562666,
Indianola,The Corner Bar,The Corner Sundry,https://maps.google.com/?cid=15995324689012431139,41.360433,-93.562515,http://cornersundry.com/
Indianola,The Garage,Garage,https://maps.google.com/?cid=9928807434929985692,41.361465,-93.560326,
Indianola,The Groggy Dog,The Groggy Dog,https://maps.google.com/?cid=10035443496615742642,41.361546,-93.561698,https://thegroggydog.com/
Indianola,The Hide Out,The Hide Out,https://maps.google.com/?cid=6397367220607927961,41.363599,-93.559088,https://m.facebook.com/IndianolaHideOut/
Indianola,The Hive at Busy Bee,The Hive at Busy Bee,https://maps.google.com/?cid=9157844410474979331,41.439926,-93.557459,http://www.thehiveatbusybee.com/
Indianola,The Local Vine,The Local Vine,https://maps.google.com/?cid=3366952299546427751,41.361538,-93.562116,https://www.facebook.com/IndyLocalVine/
Indianola,The Sports Page Grill,Sports Page Bar & Grill,https://maps.google.com/?cid=365308237185503369,41.356778,-93.585022,http://www.thesportspagegrill.com/indexindianola.html
Indianola,West Hill Brewing Company,West Hill Brewing Company,https://maps.google.com/?cid=9441665894136543556,41.360149,-93.563300,http://westhillbrewingcompany.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-info
Indianola,Z's Eatery and Draught Haus,Z's Eatery & Draught Haus,https://maps.google.com/?cid=5792504581312621293,41.374176,-93.559590,http://www.zsindianola.com/
Indianola,The Zoo,The Zoo,https://maps.google.com/?cid=16932342731964911742,41.361535,-93.561130,https://bar-zoo.com/
,
Milo,Houstons on Main,Houston's on Main,https://maps.google.com/?cid=3632038104257671094,41.286954,-93.439302,
,
Lacona,Backroads Bar and Grill,Backroads Bar And Grill,https://maps.google.com/?cid=8443794667130872695,41.189315,-93.383769,https://cyrusramsey.com/places/backroads-bar-and-grill/
,
Melcher-Dallas,D and S Grocery,D & S Grocery LLC,https://maps.google.com/?cid=13890424524231361821,41.222346,-93.241635,https://www.dnsgrocery.com/
Melcher-Dallas,Dallcher Legion Post #632,American Legion Post 632,https://maps.google.com/?cid=1573871390705605111,41.223955,-93.241958,
Melcher-Dallas,Hootie's M.D./Hootie's Pourhouse,Hootie's M.D.,https://maps.google.com/?cid=7449660309270898228,41.223901,-93.241285,https://www.facebook.com/hootiesmd/
,
Knoxville,Atlantic & Pacific Pub,Atlantic & Pacific Pub,https://maps.google.com/?cid=3549784739215008541,41.318714,-93.096204,https://aandppub.com/
Knoxville,Bottoms Up Lounge,Bottoms Up Lounge,https://maps.google.com/?cid=1947231580805929439,41.317825,-93.097252,https://m.facebook.com/BottomsUpKnoxville
Knoxville,Cobblestone Hotel & Suites,Cobblestone Hotel & Suites - Knoxville,https://maps.google.com/?cid=9477735311100386666,41.308037,-93.111575,http://www.staycobblestone.com/ia/knoxville/
Knoxville,Dingus Lounge,Dingus INC,https://maps.google.com/?cid=17618397337766342335,41.325030,-93.109249,https://dingusloungereviews.com/
Knoxville,El Rey Azteca,El Rey Azteca Mexican Restaurant,https://maps.google.com/?cid=16255545677951294487,41.318186,-93.097976,http://elreyaztecamexican.com/
Knoxville,Monarca Mexican Food,Monarca,https://maps.google.com/?cid=15555700528406811973,41.308044,-93.109009,http://www.monarcamexican.com/
Knoxville,Mi Casa Grande,Casa Grande,https://maps.google.com/?cid=14351055963054214057,41.318769,-93.098243,https://casagrandeiowa.com/
Knoxville,Mrs. D's,Mrs. D's,https://maps.google.com/?cid=7695933272383871579,41.328787,-93.110045,
Knoxville,One Eleven Public House,One Eleven Public House,https://maps.google.com/?cid=6227366311704165581,41.319073,-93.098221,http://www.oneelevenpublichouse.com/
Knoxville,Peace Tree Brewing Company,Peace Tree Brewing Co & Taproom,https://maps.google.com/?cid=1254964392375219926,41.319212,-93.099340,http://www.peacetreebrewing.com/
Knoxville,Rib Shack,Rib Shack,https://maps.google.com/?cid=2971257550551288912,41.328182,-93.109962,http://www.greatcaterersofiowa.com/
Knoxville,Wacko's Bar & Grill,Wackos,https://maps.google.com/?cid=5322873005914933451,41.314065,-93.063542,
,
Lovilia,"North End Tap, LLC",North End Tap,https://maps.google.com/?cid=3955088083615991790,41.136705,-92.907305,
,
Albia,Backpocket Brewing LLC,places error for Backpocket Brewing LLC in Albia: no places found
Albia,Bogies Steakhouse,Bogie's Steak House,https://maps.google.com/?cid=5011443653598825979,41.014039,-92.809426,http://www.bogiessteakhouse.com/
Albia,"Brick Street Grille, Johnson Style, llc","Brick Street Grille, Johnson Style",https://maps.google.com/?cid=6548186656816704496,41.027954,-92.809448,https://www.facebook.com/BrickStreetGrilleAlbia
Albia,EL VAQUERO BAR & GRILL,El Vaquero,https://maps.google.com/?cid=1886473237796274679,41.025991,-92.807224,https://elvaqueromexicancantinaia.com/
Albia,HIGHWAY RESTAURANT,The Highway Restaurant,https://maps.google.com/?cid=5798380070314460507,41.014790,-92.804003,https://www.facebook.com/profile.php?id=61551902309406
Albia,Mi Tierra Mexican Grill Two,Mi Tierra Mexican Grill Albia,https://maps.google.com/?cid=12474478792134236692,41.016026,-92.812010,http://www.mitierramexicangrillalbia.com/
Albia,Murph's Sports Bar,Murph's Sports Bar,https://maps.google.com/?cid=10090859405248461287,41.026348,-92.808449,
Albia,Snack Shack,Snack Shack,https://maps.google.com/?cid=11646209225794328925,41.018437,-92.808858,https://m.facebook.com/Albiasnackshack/?ref=page_internal&mt_nav=0
Albia,Top Notch Bait and Tackle,Top Notch Trading Company,https://maps.google.com/?cid=12182843094045373684,41.033651,-92.805645,https://topnotchtradingcompany.com/
,
Eddyville,Fords Pub and Grill,Ford's Pub & Grill,https://maps.google.com/?cid=12245755450294466814,41.157083,-92.631330,
Eddyville,Melody's Kitchen,Melody's Kitchen,https://maps.google.com/?cid=722152214128760657,41.156737,-92.637171,https://www.facebook.com/MelodysKitchenEddyville/
Eddyville,Welcome Inn Bar and Grill,Welcome Inn Bar & Grill,https://maps.google.com/?cid=10804211524391000844,41.156716,-92.636993,http://welcomeinnbarandgrill.com/
,
Chillicothe,No licensees listed,places error for No licensees listed in Chillicothe: no places found
,
Ottumwa,Champion Bowl,Champion Bowl,https://maps.google.com/?cid=10952515907237650239,41.010376,-92.380012,https://championbowlottumwa.com/
Ottumwa,Front Runners,Front Runners,https://maps.google.com/?cid=17200354393142385227,41.005958,-92.423620,
Ottumwa,Hotel Ottumwa,Hotel Ottumwa,https://maps.google.com/?cid=16533391006895003121,41.018482,-92.411489,http://www.hotelottumwa.com/
Ottumwa,Uncle Buck's Bar & Grill,Uncle Buck's Bar & Grill,https://maps.google.com/?cid=14903924157965003460,41.008739,-92.419156,
Ottumwa,Joe's Italian Restaurant,Joes Italian Ottumwa,https://maps.google.com/?cid=15381123295156573154,41.015387,-92.409621,http://www.joesitalianottumwa.com/
Ottumwa,Recovery Room,Recovery Room,https://maps.google.com/?cid=13995856444880637854,41.036674,-92.434967,https://www.facebook.com/pages/Recovery-Room/115977495089895
Ottumwa,El Rancho Grande Restaurant,Rancho Grande,https://maps.google.com/?cid=4423478733167156240,41.016301,-92.410717,https://ranchograndeottumwa.com/
Ottumwa,The Keg,The Keg,https://maps.google.com/?cid=11287214039587208586,41.007754,-92.420620,
Ottumwa,Red's Pub,Red's Pub,https://maps.google.com/?cid=10595976867014540346,41.007836,-92.420466,https://redspubia.com/
Ottumwa,Ottumwa Golf and Social Club,Ottumwa Golf and Social Club & Finnegan's Restaurant,https://maps.google.com/?cid=9830008498311319216,41.040474,-92.398367,http://ottumwagolfsc.com/
Ottumwa,Tequila Grill,Tequila Grill Ottumwa,https://maps.google.com/?cid=1105366151091964681,41.017915,-92.410254,https://www.restaurantlogin.com/api/fb/n4yp1
Ottumwa,Godfrey's  Ale House,Godfrey's Ale House,https://maps.google.com/?cid=16743294508391642263,41.051006,-92.410875,https://www.godfreysalehouse.com/
Ottumwa,Pallister Brothers,Pallister Brothers Bar & Taproom,https://maps.google.com/?cid=15588594156150404076,41.018013,-92.410117,https://m.facebook.com/pallisterbrothers/
Ottumwa,Benchwarmers Eatery & Sports Lounge,Benchwarmers Eatery & Sports,https://maps.google.com/?cid=4993348124081912756,41.009990,-92.383567,http://www.mybenchwarmers.com/
Ottumwa,Potros Garcia,Potros Garcia,https://maps.google.com/?cid=2077371407826119932,41.060504,-92.409246,
Ottumwa,Snookered,Snookered Pool Hall Bar & Grill,https://maps.google.com/?cid=3412956885107662863,41.016778,-92.409949,https://www.facebook.com/profile.php?id=61552981993248
Ottumwa,Warehouse Barbecue,Warehouse Barbecue Co. & Brewhouse,https://maps.google.com/?cid=6494016407837898484,41.061350,-92.409446,http://www.warehousebarbecue.com/
Ottumwa,Alpine Inn,ATM Machine at Alpine Inn,https://maps.google.com/?cid=17196327613274013465,41.009008,-92.448609,http://www.atmdepot.com/
Ottumwa,Bubba-Q's,Bubba-Q's,https://maps.google.com/?cid=1720379799627731299,41.016390,-92.435126,https://www.bestbbqmidwest.com/
Ottumwa,Courtside Bar & Grill,Courtside Bar & Grill,https://maps.google.com/?cid=4708499843576217410,41.051052,-92.409099,
Ottumwa,Morgan's Corner Bar & Grill,Morgan's Corner Bar & Grill,https://maps.google.com/?cid=11673190359171625412,41.022006,-92.416676,
Ottumwa,Garrison Rock,Garrison Rock Resource Management Unit,https://maps.google.com/?cid=3123719916059964918,40.985893,-92.359914,https://www.wapellocounty.org/conservation/parks/garrison_rock_resource_management_unit/
Eldon,Chommys,Chommy's Bar & Grill,https://maps.google.com/?cid=7853889989998418927,40.917761,-92.223090,http://www.chommys.com/
Selma,Crane Winery,Crane Winery,https://maps.google.com/?cid=5538598328626838623,40.872096,-92.153535,http://www.cranewinery.net/
Libertyville,Pecks Pub,Peck's Pub,https://maps.google.com/?cid=11895367849829440289,40.957584,-92.051750,
Libertyville,The Dew Drop,Dew Drop Inn,https://maps.google.com/?cid=14223610999089496775,40.960632,-92.048630,
Fairfield,"Walton Club, The",Walton Club Inc.,https://maps.google.com/?cid=13374670762448648755,41.013817,-91.935867,http://www.thewaltonclub.com/
Fairfield,Cafe Paradiso,Cafe Paradiso,https://maps.google.com/?cid=3500506665424344908,41.007783,-91.963562,http://www.cafeparadiso.net/
Fairfield,La Notte Lounge Bar,La Notte Lounge Bar,https://maps.google.com/?cid=8662302487840473791,41.007794,-91.963952,https://www.instagram.com/la_notte_fairfield/
Fairfield,Fairfield Golf and Country Club,Fairfield Golf & Country Club,https://maps.google.com/?cid=2764926137993601161,40.999067,-91.951725,http://fgacc.com/
Fairfield,Cider House,"Cider House, LLC",https://maps.google.com/?cid=13032571297255833434,41.021453,-91.944751,http://fscider.com/
Fairfield,Mad Hatter Billiards,Mad Hatter Billiards,https://maps.google.com/?cid=15992753217161662867,41.008332,-91.963978,
Fairfield,Hideaway Pub & Beer Garden,Hideaway Pub & Beer Garden,https://maps.google.com/?cid=1174661896021028474,41.008176,-91.962008,https://www.facebook.com/AlleyBeerGarden?mibextid=ZbWKwL
Fairfield,Flamingo Lanes,Flamingo Lanes,https://maps.google.com/?cid=2162787161298952906,41.009124,-91.981021,http://flamingo-lanes.keeq.io/
Fairfield,Iowa Beer Bus,Iowa,https://maps.google.com/?cid=14334785309894990297,41.878003,-93.097702,http://www.iowa.gov/
Fairfield,Due South (formerly The Broth Lab),Due South (formerly The Broth Lab),https://maps.google.com/?cid=14305086075798157493,41.008076,-91.965315,http://duesouthiowa.com/
,
Brighton,CaMander's Bar & Grill,CaMander's Bar & Grill,https://maps.google.com/?cid=13671496279546468285,41.174737,-91.819270,
,
Coppock,The Eagles Nest,Eagles Nest,https://maps.google.com/?cid=6299356893845913519,41.162573,-91.717742,https://eagles-nest-wayland.edan.io/
Wayland,Corner of Main Bar and Grill,Bar,https://maps.google.com/?cid=101875376460558794,41.147222,-91.660786,
,
Trenton,None,Trenton,https://maps.google.com/?cid=2432028958525779972,41.061691,-91.637386,
,
Mt. Pleasant,The Pressbox Grill & Bar,Press Box Grill & Bar,https://maps.google.com/?cid=3218261387780317991,40.966091,-91.568664,http://press-box-grill-bar.edan.io/
Mt. Pleasant,The Grange Public House and Brewery,The Grange Public House and Brewery,https://maps.google.com/?cid=16805774532326199118,40.965865,-91.555106,https://grangepublichouse.com/
Mt. Pleasant,Little Mexico Restaurant,Little Mexico Restaurant,https://maps.google.com/?cid=1617715205635117783,40.966332,-91.554851,https://restaurantlittleme.wixsite.com/little-mexico-restau
Mt. Pleasant,Rumors,Rumors,https://maps.google.com/?cid=1171552993537945897,40.966109,-91.554951,
Mt. Pleasant,Westside Tap,West Side Tap,https://maps.google.com/?cid=16289300415619603941,40.966045,-91.555015,
,
Mediapolis,The D&E Grille,The D&E Grille,https://maps.google.com/?cid=13484066506187601925,41.007798,-91.163515,
Mediapolis,Bulldogs on Main,Bulldogs On Main,https://maps.google.com/?cid=3995237872931813149,41.007790,-91.164028,
Mediapolis,Bob's Best Shot,Bob’s Best Shot,https://maps.google.com/?cid=16760787048644960777,41.008115,-91.164528,
,
Kingston,None listed,places error for None listed in Kingston: no places found
,
Burlington,Hawaiiowan Cafe,Hawaiiowan Cafe,https://maps.google.com/?cid=9900284734675617718,40.809606,-91.103851,https://www.facebook.com/HAWAIIOWANCAFE
Burlington,Joe's Inn,Joe's Inn,https://maps.google.com/?cid=5392097963984947032,40.792048,-91.107262,https://joesinnburlington.com/
Burlington,Paddlewheel Lounge,Paddlewheel Lounge,https://maps.google.com/?cid=8953086598566618373,40.810635,-91.106851,
Burlington,The Buffalo,The Buffalo Tavern,https://maps.google.com/?cid=14054662784746533602,40.789355,-91.098557,http://www.thebuff.net/
Burlington,Gator's Grill & Spirits,Gator's Grill & Spirits,https://maps.google.com/?cid=11910725991399736422,40.814425,-91.142920,http://www.gatorsgrillandspirits.com/
Burlington,Good Restaurant + Lounge,Good Restaurant + Lounge,https://maps.google.com/?cid=3073751871747134797,40.811546,-91.102453,http://goodburlington.com/
Burlington,JB’s Sports Bar and Grill,JB’s Sports Bar and Grill,https://maps.google.com/?cid=7103819610997693151,40.811906,-91.154324,https://www.facebook.com/profile.php?id=61558281307586&mibextid=LQQJ4d
Burlington,"Drake, The",The Drake,https://maps.google.com/?cid=11298272535199363425,40.810890,-91.100236,http://www.thedrakerestaurant.com/
Burlington,Wake N Bake Breakfast Company,Wake n Bake Breakfast Company,https://maps.google.com/?cid=9189784943140915077,40.810858,-91.108317,
Burlington,The Som,The Som,https://maps.google.com/?cid=8044616607070429358,40.811321,-91.110687,http://thesom.online/
Burlington,Buffalo Wild Wings,Buffalo Wild Wings,https://maps.google.com/?cid=17789536004800635029,40.797112,-91.140662,https://www.buffalowildwings.com/locations/us/ia/burlington/974-lawrence-drive/sports-bar-737?utm_source=google%20my%20business&utm_medium=organic&utm_campaign=website%20link
Burlington,Dueling Leos,Dueling Leos,https://maps.google.com/?cid=1359709164556633133,40.805035,-91.121254,
Burlington,Valley Monster Pub,Valley Monster Pub,https://maps.google.com/?cid=5024534947036345554,40.808911,-91.102598,http://www.facebook.com/ValleyMonsterPub
Burlington,Caulley's Shamrock,Caulley's Shamrock,https://maps.google.com/?cid=2093932566998816363,40.802880,-91.102389,
Burlington,The Broadway Bar and Grill,The Broadway Bar and Grill,https://maps.google.com/?cid=13282657486219038369,40.825518,-91.156966,https://thebroadwaybarandgrille.com/
Burlington,Chavy’s Bar & Grill,Chavy’s Bar & Grill,https://maps.google.com/?cid=5006836308144277170,40.815251,-91.121149,
Burlington,Doc's,Doc's,https://maps.google.com/?cid=18294916342189728630,40.806611,-91.119893,
Burlington,Farney's on Jefferson,Farney's on Jefferson,https://maps.google.com/?cid=8674026061341061646,40.811010,-91.107496,https://facebook.com/Farneys-289836411736031/?tsid=0.3166570489028955&source=result
Burlington,Corked 101,Corked 101,https://maps.google.com/?cid=8000016762093869501,40.810815,-91.105721,http://www.corkdowntown.com/
Burlington,Hallers Bar and Grill,Haller’s Bar and Grill,https://maps.google.com/?cid=12828030334719875052,40.825612,-91.112783,http://facebook.com/hallersbarandgrill
Burlington,Summer Street Station,Summer Street Station,https://maps.google.com/?cid=2028871045533158297,40.796979,-91.114590,
Burlington,Beat Tavern,Beat Tavern,https://maps.google.com/?cid=3863169052761786966,40.789410,-91.116238,
Burlington,La Boheme,La Boheme,https://maps.google.com/?cid=17669673167367633021,40.810094,-91.104711,
